skill file path,extension repo kb file path,CLI repo skill file path
oracle-to-postgresql.md,kb/database-tasks/oracle-to-postgresql.md,src/GitHub.Copilot.Modernization.Bundle.Generator/Resources/task-skills/java/migration-oracle-to-postgresql/SKILL.md
